CaseMasterID,MethodTag
1455,Break-in
1456,Break-in
1457,Break-in
1458,Break-in
1459,Break-in
1460,Break-in
1461,Break-in
1462,Break-in
1463,Break-in
1464,Break-in
1465,Break-in
1466,Break-in
1467,Break-in
1468,Break-in
1469,Break-in
1470,Break-in
1471,Break-in
1472,Break-in
1473,Break-in
1474,Break-in
1475,Break-in
1476,Break-in
1477,Break-in
1478,Break-in
1479,Break-in
1480,Break-in
1481,Break-in
1482,Break-in
1483,Break-in
1484,Break-in
1485,Break-in
1486,Break-in
1487,Break-in
1488,Break-in
1489,Break-in
1490,Break-in
1491,Break-in
1492,Break-in
1493,Break-in
1494,Break-in
1495,Break-in
1496,Break-in
1497,Break-in
1498,Break-in
1499,Break-in
1500,Break-in
1501,Break-in
1502,Break-in
1503,Break-in
1504,Break-in
1505,Break-in
1506,Armed Attack
1507,Physical Assault
1508,Physical Assault
1509,Armed Attack
1510,Physical Assault
1511,Armed Attack
1512,Physical Assault
1513,Armed Attack
1514,Physical Assault
1515,Armed Attack
1516,Physical Assault
1517,Armed Attack
1518,Physical Assault
1519,Armed Attack
1520,Armed Attack
1521,Armed Attack
1522,Physical Assault
1523,Armed Attack
1524,Armed Attack
1525,Armed Attack
1526,Physical Assault
1527,Armed Attack
1528,Physical Assault
1529,Physical Assault
1530,Armed Attack
1531,Armed Attack
1532,Armed Attack
1533,Physical Assault
1534,Physical Assault
1535,Physical Assault
1536,Physical Assault
1537,Armed Attack
1538,Physical Assault
1539,Armed Attack
1540,Physical Assault
1541,Physical Assault
1542,Armed Attack
1543,Armed Attack
1544,Armed Attack
1545,Armed Attack
1546,Physical Assault
1547,Armed Attack
1548,Physical Assault
1549,Physical Assault
1550,Armed Attack
1551,Armed Attack
1552,Physical Assault
1553,Armed Attack
1554,Physical Assault
1555,Physical Assault
1556,Physical Assault
1557,Armed Attack
1558,Physical Assault
1559,Armed Attack
1560,Armed Attack
1561,Armed Attack
1562,Armed Attack
1563,Armed Attack
1564,Armed Attack
1565,Armed Attack
1566,Physical Assault
1567,Physical Assault
1568,Physical Assault
1569,Physical Assault
1570,Physical Assault
1571,Armed Attack
1572,Physical Assault
1573,Armed Attack
1574,Physical Assault
1575,Armed Attack
1576,Physical Assault
1577,Armed Attack
1578,Physical Assault
1579,Physical Assault
1580,Armed Attack
1581,Physical Assault
1582,Physical Assault
1583,Armed Attack
1584,Armed Attack
1585,Armed Attack
1586,Pickpocket
1587,Vehicle Theft
1588,Pickpocket
1589,Break-in
1590,Vehicle Theft
1591,Break-in
1592,Pickpocket
1593,Pickpocket
1594,Pickpocket
1595,Break-in
1596,Pickpocket
1597,Break-in
1598,Vehicle Theft
1599,Vehicle Theft
1600,Pickpocket
1601,Break-in
1602,Vehicle Theft
1603,Vehicle Theft
1604,Vehicle Theft
1605,Vehicle Theft
1606,Pickpocket
1607,Pickpocket
1608,Pickpocket
1609,Break-in
1610,Pickpocket
1611,Vehicle Theft
1612,Vehicle Theft
1613,Break-in
1614,Vehicle Theft
1615,Vehicle Theft
1616,Pickpocket
1617,Vehicle Theft
1618,Vehicle Theft
1619,Vehicle Theft
1620,Vehicle Theft
1621,Break-in
1622,Vehicle Theft
1623,Vehicle Theft
1624,Vehicle Theft
1625,Break-in
1626,Vehicle Theft
1627,Pickpocket
1628,Vehicle Theft
1629,Break-in
1630,Pickpocket
1631,Vehicle Theft
1632,Vehicle Theft
1633,Break-in
1634,Vehicle Theft
1635,Break-in
1636,Pickpocket
1637,Vehicle Theft
1638,Vehicle Theft
1639,Break-in
1640,Pickpocket
1641,Break-in
1642,Pickpocket
1643,Break-in
1644,Pickpocket
1645,Break-in
1646,Pickpocket
1647,Break-in
1648,Pickpocket
1649,Vehicle Theft
1650,Pickpocket
1651,Break-in
1652,Vehicle Theft
1653,Vehicle Theft
1654,Vehicle Theft
1655,Pickpocket
1656,Vehicle Theft
1657,Vehicle Theft
1658,Pickpocket
1659,Vehicle Theft
1660,Pickpocket
1661,Pickpocket
1662,Pickpocket
1663,Break-in
1664,Vehicle Theft
1665,Break-in
1666,Vehicle Theft
1667,Vehicle Theft
1668,Pickpocket
1669,Break-in
1670,Pickpocket
1671,Vehicle Theft
1672,Pickpocket
1673,Vehicle Theft
1674,Pickpocket
1675,Vehicle Theft
1676,Vehicle Theft
1677,Break-in
1678,Vehicle Theft
1679,Vehicle Theft
1680,Pickpocket
1681,Armed Robbery
1682,Armed Robbery
1683,Armed Robbery
1684,Snatch-and-Run
1685,Armed Robbery
1686,Snatch-and-Run
1687,Armed Robbery
1688,Armed Robbery
1689,Armed Robbery
1690,Snatch-and-Run
1691,Armed Robbery
1692,Armed Robbery
1693,Armed Robbery
1694,Armed Robbery
1695,Armed Robbery
1696,Snatch-and-Run
1697,Armed Robbery
1698,Snatch-and-Run
1699,Armed Robbery
1700,Snatch-and-Run
1701,Armed Robbery
1702,Snatch-and-Run
1703,Snatch-and-Run
1704,Snatch-and-Run
1705,Armed Robbery
1706,Snatch-and-Run
1707,Snatch-and-Run
1708,Snatch-and-Run
1709,Armed Robbery
1710,Snatch-and-Run
1711,Break-in
1712,Break-in
1713,Break-in
1714,Break-in
1715,Break-in
1716,Break-in
1717,Break-in
1718,Break-in
1719,Break-in
1720,Break-in
1721,Break-in
1722,Break-in
1723,Break-in
1724,Break-in
1725,Break-in
1726,Break-in
1727,Break-in
1728,Break-in
1729,Break-in
1730,Break-in
1731,Break-in
1732,Break-in
1733,Break-in
1734,Break-in
1735,Break-in
1736,Break-in
1737,Break-in
1738,Break-in
1739,Break-in
1740,Break-in
1741,Break-in
1742,Break-in
1743,Break-in
1744,Break-in
1745,Break-in
1746,Physical Assault
1747,Physical Assault
1748,Physical Assault
1749,Armed Attack
1750,Physical Assault
1751,Armed Attack
1752,Physical Assault
1753,Armed Attack
1754,Physical Assault
1755,Armed Attack
1756,Armed Attack
1757,Armed Attack
1758,Armed Attack
1759,Armed Attack
1760,Physical Assault
1761,Armed Attack
1762,Physical Assault
1763,Armed Attack
1764,Physical Assault
1765,Armed Attack
1766,Physical Assault
1767,Physical Assault
1768,Armed Attack
1769,Armed Attack
1770,Physical Assault
1771,Armed Attack
1772,Physical Assault
1773,Armed Attack
1774,Physical Assault
1775,Armed Attack
1776,Armed Attack
1777,Armed Attack
1778,Physical Assault
1779,Armed Attack
1780,Physical Assault
1781,Armed Attack
1782,Armed Attack
1783,Armed Attack
1784,Armed Attack
1785,Armed Attack
1786,Physical Assault
1787,Armed Attack
1788,Physical Assault
1789,Physical Assault
1790,Armed Attack
1791,Armed Attack
1792,Physical Assault
1793,Armed Attack
1794,Armed Attack
1795,Armed Attack
1796,Vehicle Theft
1797,Break-in
1798,Vehicle Theft
1799,Vehicle Theft
1800,Vehicle Theft
1801,Pickpocket
1802,Pickpocket
1803,Vehicle Theft
1804,Vehicle Theft
1805,Vehicle Theft
1806,Vehicle Theft
1807,Break-in
1808,Pickpocket
1809,Pickpocket
1810,Pickpocket
1811,Break-in
1812,Pickpocket
1813,Break-in
1814,Pickpocket
1815,Vehicle Theft
1816,Vehicle Theft
1817,Vehicle Theft
1818,Vehicle Theft
1819,Vehicle Theft
1820,Vehicle Theft
1821,Vehicle Theft
1822,Vehicle Theft
1823,Break-in
1824,Pickpocket
1825,Vehicle Theft
1826,Pickpocket
1827,Break-in
1828,Pickpocket
1829,Pickpocket
1830,Pickpocket
1831,Vehicle Theft
1832,Vehicle Theft
1833,Break-in
1834,Pickpocket
1835,Vehicle Theft
1836,Pickpocket
1837,Break-in
1838,Vehicle Theft
1839,Break-in
1840,Vehicle Theft
1841,Pickpocket
1842,Vehicle Theft
1843,Pickpocket
1844,Pickpocket
1845,Vehicle Theft
1846,Pickpocket
1847,Vehicle Theft
1848,Vehicle Theft
1849,Pickpocket
1850,Pickpocket
1851,Armed Robbery
1852,Armed Robbery
1853,Armed Robbery
1854,Armed Robbery
1855,Armed Robbery
1856,Snatch-and-Run
1857,Armed Robbery
1858,Armed Robbery
1859,Armed Robbery
1860,Snatch-and-Run
1861,Snatch-and-Run
1862,Snatch-and-Run
1863,Snatch-and-Run
1864,Break-in
1865,Break-in
1866,Break-in
1867,Break-in
1868,Break-in
1869,Break-in
1870,Break-in
1871,Break-in
1872,Break-in
1873,Break-in
1874,Break-in
1875,Break-in
1876,Break-in
1877,Break-in
1878,Break-in
1879,Break-in
1880,Break-in
1881,Break-in
1882,Physical Assault
1883,Physical Assault
1884,Armed Attack
1885,Armed Attack
1886,Armed Attack
1887,Armed Attack
1888,Armed Attack
1889,Armed Attack
1890,Physical Assault
1891,Armed Attack
1892,Physical Assault
1893,Armed Attack
1894,Physical Assault
1895,Armed Attack
1896,Physical Assault
1897,Armed Attack
1898,Physical Assault
1899,Physical Assault
1900,Physical Assault
1901,Armed Attack
1902,Physical Assault
1903,Physical Assault
1904,Physical Assault
1905,Armed Attack
1906,Armed Attack
1907,Physical Assault
1908,Physical Assault
1909,Armed Attack
1910,Vehicle Theft
1911,Pickpocket
1912,Vehicle Theft
1913,Vehicle Theft
1914,Vehicle Theft
1915,Break-in
1916,Vehicle Theft
1917,Vehicle Theft
1918,Vehicle Theft
1919,Vehicle Theft
1920,Vehicle Theft
1921,Vehicle Theft
1922,Vehicle Theft
1923,Pickpocket
1924,Pickpocket
1925,Pickpocket
1926,Pickpocket
1927,Pickpocket
1928,Vehicle Theft
1929,Break-in
1930,Vehicle Theft
1931,Pickpocket
1932,Pickpocket
1933,Vehicle Theft
1934,Vehicle Theft
1935,Pickpocket
1936,Vehicle Theft
1937,Break-in
1938,Pickpocket
1939,Pickpocket
1940,Pickpocket
1941,Break-in
1942,Pickpocket
1943,Vehicle Theft
1944,Pickpocket
1945,Vehicle Theft
1946,Vehicle Theft
1947,Vehicle Theft
1948,Pickpocket
1949,Vehicle Theft
1950,Pickpocket
1951,Vehicle Theft
1952,Pickpocket
1953,Break-in
1954,Vehicle Theft
1955,Break-in
1956,Pickpocket
1957,Vehicle Theft
1958,Vehicle Theft
1959,Break-in
1960,Pickpocket
1961,Vehicle Theft
1962,Pickpocket
1963,Vehicle Theft
1964,Pickpocket
1965,Break-in
1966,Vehicle Theft
1967,Break-in
1968,Vehicle Theft
1969,Pickpocket
1970,Vehicle Theft
1971,Pickpocket
1972,Pickpocket
1973,Vehicle Theft
1974,Pickpocket
1975,Break-in
1976,Vehicle Theft
1977,Vehicle Theft
1978,Vehicle Theft
1979,Vehicle Theft
1980,Snatch-and-Run
1981,Armed Robbery
1982,Armed Robbery
1983,Armed Robbery
1984,Armed Robbery
1985,Armed Robbery
1986,Armed Robbery
1987,Armed Robbery
1988,Armed Robbery
1989,Armed Robbery
1990,Armed Robbery
1991,Armed Robbery
1992,Snatch-and-Run
1993,Snatch-and-Run
1994,Snatch-and-Run
1995,Armed Robbery
1996,Snatch-and-Run
1997,Snatch-and-Run
1998,Break-in
1999,Break-in
2000,Break-in
2001,Break-in
2002,Break-in
2003,Break-in
2004,Break-in
2005,Break-in
2006,Break-in
2007,Break-in
2008,Break-in
2009,Break-in
2010,Break-in
2011,Break-in
2012,Break-in
2013,Break-in
2014,Break-in
2015,Break-in
2016,Break-in
2017,Break-in
2018,Break-in
2019,Break-in
2020,Break-in
2021,Break-in
2022,Break-in
2023,Armed Attack
2024,Physical Assault
2025,Armed Attack
2026,Physical Assault
2027,Armed Attack
2028,Physical Assault
2029,Armed Attack
2030,Physical Assault
2031,Armed Attack
2032,Physical Assault
2033,Armed Attack
2034,Physical Assault
2035,Armed Attack
2036,Physical Assault
2037,Physical Assault
2038,Physical Assault
2039,Physical Assault
2040,Physical Assault
2041,Armed Attack
2042,Physical Assault
2043,Physical Assault
2044,Physical Assault
2045,Physical Assault
2046,Armed Attack
2047,Armed Attack
2048,Physical Assault
2049,Armed Attack
2050,Physical Assault
2051,Physical Assault
2052,Armed Attack
2053,Armed Attack
2054,Physical Assault
2055,Armed Attack
2056,Physical Assault
2057,Physical Assault
2058,Pickpocket
2059,Break-in
2060,Pickpocket
2061,Break-in
2062,Pickpocket
2063,Break-in
2064,Pickpocket
2065,Break-in
2066,Vehicle Theft
2067,Vehicle Theft
2068,Pickpocket
2069,Vehicle Theft
2070,Vehicle Theft
2071,Break-in
2072,Vehicle Theft
2073,Vehicle Theft
2074,Pickpocket
2075,Break-in
2076,Pickpocket
2077,Pickpocket
2078,Pickpocket
2079,Break-in
2080,Pickpocket
2081,Break-in
2082,Vehicle Theft
2083,Break-in
2084,Vehicle Theft
2085,Vehicle Theft
2086,Pickpocket
2087,Break-in
2088,Vehicle Theft
2089,Vehicle Theft
2090,Pickpocket
2091,Vehicle Theft
2092,Vehicle Theft
2093,Vehicle Theft
2094,Pickpocket
2095,Vehicle Theft
2096,Pickpocket
2097,Vehicle Theft
2098,Armed Robbery
2099,Armed Robbery
2100,Armed Robbery
2101,Armed Robbery
2102,Snatch-and-Run
2103,Armed Robbery
2104,Snatch-and-Run
2105,Snatch-and-Run
2106,Snatch-and-Run
2107,Break-in
2108,Break-in
2109,Break-in
2110,Break-in
2111,Break-in
2112,Break-in
2113,Break-in
2114,Break-in
2115,Break-in
2116,Break-in
2117,Break-in
2118,Break-in
2119,Armed Attack
2120,Armed Attack
2121,Armed Attack
2122,Physical Assault
2123,Armed Attack
2124,Physical Assault
2125,Armed Attack
2126,Armed Attack
2127,Armed Attack
2128,Physical Assault
2129,Armed Attack
2130,Physical Assault
2131,Armed Attack
2132,Physical Assault
2133,Physical Assault
2134,Physical Assault
2135,Armed Attack
2136,Physical Assault
2137,Armed Attack
2138,Physical Assault
2139,Break-in
2140,Vehicle Theft
2141,Vehicle Theft
2142,Vehicle Theft
2143,Break-in
2144,Vehicle Theft
2145,Vehicle Theft
2146,Pickpocket
2147,Vehicle Theft
2148,Vehicle Theft
2149,Pickpocket
2150,Vehicle Theft
2151,Pickpocket
2152,Vehicle Theft
2153,Break-in
2154,Pickpocket
2155,Break-in
2156,Pickpocket
2157,Pickpocket
2158,Vehicle Theft
2159,Break-in
2160,Pickpocket
2161,Vehicle Theft
2162,Pickpocket
2163,Vehicle Theft
2164,Pickpocket
2165,Pickpocket
2166,Vehicle Theft
2167,Vehicle Theft
2168,Pickpocket
2169,Break-in
2170,Vehicle Theft
2171,Break-in
2172,Vehicle Theft
2173,Break-in
2174,Vehicle Theft
2175,Pickpocket
2176,Pickpocket
2177,Pickpocket
2178,Pickpocket
2179,Pickpocket
2180,Pickpocket
2181,Pickpocket
2182,Vehicle Theft
2183,Pickpocket
2184,Snatch-and-Run
2185,Armed Robbery
2186,Armed Robbery
2187,Armed Robbery
2188,Armed Robbery
2189,Armed Robbery
2190,Armed Robbery
2191,Snatch-and-Run
2192,Snatch-and-Run
2193,Snatch-and-Run
2194,Break-in
2195,Break-in
2196,Break-in
2197,Break-in
2198,Break-in
2199,Break-in
2200,Break-in
2201,Break-in
2202,Break-in
2203,Break-in
2204,Break-in
2205,Break-in
2206,Break-in
2207,Break-in
2208,Break-in
2209,Armed Attack
2210,Armed Attack
2211,Armed Attack
2212,Armed Attack
2213,Armed Attack
2214,Armed Attack
2215,Physical Assault
2216,Physical Assault
2217,Armed Attack
2218,Armed Attack
2219,Armed Attack
2220,Physical Assault
2221,Armed Attack
2222,Physical Assault
2223,Armed Attack
2224,Physical Assault
2225,Armed Attack
2226,Physical Assault
2227,Physical Assault
2228,Physical Assault
2229,Physical Assault
2230,Physical Assault
2231,Vehicle Theft
2232,Vehicle Theft
2233,Break-in
2234,Pickpocket
2235,Break-in
2236,Pickpocket
2237,Break-in
2238,Vehicle Theft
2239,Vehicle Theft
2240,Pickpocket
2241,Break-in
2242,Pickpocket
2243,Vehicle Theft
2244,Vehicle Theft
2245,Vehicle Theft
2246,Vehicle Theft
2247,Pickpocket
2248,Pickpocket
2249,Vehicle Theft
2250,Pickpocket
2251,Vehicle Theft
2252,Pickpocket
2253,Break-in
2254,Pickpocket
2255,Break-in
2256,Vehicle Theft
2257,Pickpocket
2258,Vehicle Theft
2259,Vehicle Theft
2260,Vehicle Theft
2261,Break-in
2262,Pickpocket
2263,Vehicle Theft
2264,Vehicle Theft
2265,Break-in
2266,Pickpocket
2267,Vehicle Theft
2268,Pickpocket
2269,Pickpocket
2270,Vehicle Theft
2271,Armed Robbery
2272,Snatch-and-Run
2273,Armed Robbery
2274,Armed Robbery
2275,Armed Robbery
2276,Armed Robbery
2277,Snatch-and-Run
2278,Snatch-and-Run
2279,Snatch-and-Run
2280,Break-in
2281,Break-in
2282,Break-in
2283,Break-in
2284,Break-in
2285,Break-in
2286,Break-in
2287,Break-in
2288,Break-in
2289,Break-in
2290,Break-in
2291,Break-in
2292,Physical Assault
2293,Armed Attack
2294,Physical Assault
2295,Armed Attack
2296,Physical Assault
2297,Armed Attack
2298,Physical Assault
2299,Physical Assault
2300,Armed Attack
2301,Physical Assault
2302,Physical Assault
2303,Armed Attack
2304,Physical Assault
2305,Armed Attack
2306,Armed Attack
2307,Armed Attack
2308,Physical Assault
2309,Armed Attack
2310,Physical Assault
2311,Armed Attack
2312,Pickpocket
2313,Vehicle Theft
2314,Pickpocket
2315,Break-in
2316,Vehicle Theft
2317,Pickpocket
2318,Vehicle Theft
2319,Break-in
2320,Pickpocket
2321,Break-in
2322,Pickpocket
2323,Vehicle Theft
2324,Vehicle Theft
2325,Vehicle Theft
2326,Vehicle Theft
2327,Break-in
2328,Vehicle Theft
2329,Break-in
2330,Vehicle Theft
2331,Break-in
2332,Vehicle Theft
2333,Vehicle Theft
2334,Vehicle Theft
2335,Vehicle Theft
2336,Vehicle Theft
2337,Break-in
2338,Vehicle Theft
2339,Vehicle Theft
2340,Pickpocket
2341,Break-in
2342,Pickpocket
2343,Vehicle Theft
2344,Pickpocket
2345,Pickpocket
2346,Vehicle Theft
2347,Vehicle Theft
2348,Pickpocket
2349,Vehicle Theft
2350,Vehicle Theft
2351,Break-in
2352,Armed Robbery
2353,Armed Robbery
2354,Armed Robbery
2355,Armed Robbery
2356,Armed Robbery
2357,Armed Robbery
2358,Snatch-and-Run
2359,Snatch-and-Run
2360,Snatch-and-Run
2361,Break-in
2362,Break-in
2363,Break-in
2364,Break-in
2365,Break-in
2366,Break-in
2367,Break-in
2368,Break-in
2369,Break-in
2370,Break-in
2371,Break-in
2372,Break-in
2373,Armed Attack
2374,Physical Assault
2375,Armed Attack
2376,Physical Assault
2377,Physical Assault
2378,Physical Assault
2379,Armed Attack
2380,Physical Assault
2381,Armed Attack
2382,Physical Assault
2383,Armed Attack
2384,Physical Assault
2385,Armed Attack
2386,Physical Assault
2387,Armed Attack
2388,Physical Assault
2389,Physical Assault
2390,Armed Attack
2391,Armed Attack
2392,Armed Attack
2393,Break-in
2394,Vehicle Theft
2395,Break-in
2396,Vehicle Theft
2397,Break-in
2398,Pickpocket
2399,Vehicle Theft
2400,Vehicle Theft
2401,Vehicle Theft
2402,Pickpocket
2403,Break-in
2404,Pickpocket
2405,Break-in
2406,Vehicle Theft
2407,Vehicle Theft
2408,Pickpocket
2409,Vehicle Theft
2410,Vehicle Theft
2411,Break-in
2412,Pickpocket
2413,Pickpocket
2414,Vehicle Theft
2415,Pickpocket
2416,Vehicle Theft
2417,Vehicle Theft
2418,Vehicle Theft
2419,Break-in
2420,Vehicle Theft
2421,Break-in
2422,Vehicle Theft
2423,Break-in
2424,Pickpocket
2425,Break-in
2426,Vehicle Theft
2427,Pickpocket
2428,Pickpocket
2429,Vehicle Theft
2430,Pickpocket
2431,Break-in
2432,Vehicle Theft
2433,Armed Robbery
2434,Armed Robbery
2435,Armed Robbery
2436,Armed Robbery
2437,Armed Robbery
2438,Snatch-and-Run
2439,Armed Robbery
2440,Snatch-and-Run
2441,Snatch-and-Run
2442,Break-in
2443,Break-in
2444,Break-in
2445,Break-in
2446,Break-in
2447,Break-in
2448,Break-in
2449,Break-in
2450,Break-in
2451,Break-in
2452,Break-in
2453,Break-in
2454,Physical Assault
2455,Armed Attack
2456,Physical Assault
2457,Armed Attack
2458,Physical Assault
2459,Physical Assault
2460,Physical Assault
2461,Armed Attack
2462,Physical Assault
2463,Armed Attack
2464,Physical Assault
2465,Armed Attack
2466,Physical Assault
2467,Physical Assault
2468,Physical Assault
2469,Armed Attack
2470,Armed Attack
2471,Armed Attack
2472,Physical Assault
2473,Armed Attack
2474,Vehicle Theft
2475,Vehicle Theft
2476,Pickpocket
2477,Break-in
2478,Vehicle Theft
2479,Vehicle Theft
2480,Vehicle Theft
2481,Vehicle Theft
2482,Vehicle Theft
2483,Vehicle Theft
2484,Vehicle Theft
2485,Vehicle Theft
2486,Pickpocket
2487,Vehicle Theft
2488,Pickpocket
2489,Pickpocket
2490,Vehicle Theft
2491,Vehicle Theft
2492,Pickpocket
2493,Break-in
2494,Vehicle Theft
2495,Break-in
2496,Pickpocket
2497,Break-in
2498,Vehicle Theft
2499,Vehicle Theft
2500,Vehicle Theft
2501,Vehicle Theft
2502,Vehicle Theft
2503,Vehicle Theft
2504,Vehicle Theft
2505,Break-in
2506,Vehicle Theft
2507,Vehicle Theft
2508,Vehicle Theft
2509,Break-in
2510,Vehicle Theft
2511,Break-in
2512,Vehicle Theft
2513,Pickpocket
2514,Armed Robbery
2515,Armed Robbery
2516,Snatch-and-Run
2517,Armed Robbery
2518,Armed Robbery
2519,Armed Robbery
2520,Snatch-and-Run
2521,Snatch-and-Run
2522,Snatch-and-Run
2523,Break-in
2524,Break-in
2525,Break-in
2526,Break-in
2527,Break-in
2528,Break-in
2529,Break-in
2530,Break-in
2531,Break-in
2532,Break-in
2533,Break-in
2534,Break-in
2535,Armed Attack
2536,Physical Assault
2537,Armed Attack
2538,Physical Assault
2539,Armed Attack
2540,Physical Assault
2541,Armed Attack
2542,Physical Assault
2543,Armed Attack
2544,Physical Assault
2545,Armed Attack
2546,Physical Assault
2547,Armed Attack
2548,Physical Assault
2549,Physical Assault
2550,Armed Attack
2551,Armed Attack
2552,Physical Assault
2553,Armed Attack
2554,Armed Attack
2555,Vehicle Theft
2556,Pickpocket
2557,Pickpocket
2558,Pickpocket
2559,Break-in
2560,Vehicle Theft
2561,Vehicle Theft
2562,Pickpocket
2563,Vehicle Theft
2564,Pickpocket
2565,Vehicle Theft
2566,Vehicle Theft
2567,Vehicle Theft
2568,Vehicle Theft
2569,Vehicle Theft
2570,Vehicle Theft
2571,Vehicle Theft
2572,Pickpocket
2573,Pickpocket
2574,Vehicle Theft
2575,Vehicle Theft
2576,Vehicle Theft
2577,Break-in
2578,Pickpocket
2579,Vehicle Theft
2580,Pickpocket
2581,Break-in
2582,Pickpocket
2583,Break-in
2584,Vehicle Theft
2585,Break-in
2586,Pickpocket
2587,Break-in
2588,Pickpocket
2589,Break-in
2590,Vehicle Theft
2591,Pickpocket
2592,Pickpocket
2593,Vehicle Theft
2594,Pickpocket
2595,Armed Robbery
2596,Armed Robbery
2597,Armed Robbery
2598,Armed Robbery
2599,Armed Robbery
2600,Snatch-and-Run
2601,Snatch-and-Run
2602,Snatch-and-Run
2603,Snatch-and-Run
2604,Break-in
2605,Break-in
2606,Break-in
2607,Break-in
2608,Break-in
2609,Break-in
2610,Break-in
2611,Break-in
2612,Break-in
2613,Break-in
2614,Break-in
2615,Break-in
2616,Armed Attack
2617,Armed Attack
2618,Armed Attack
2619,Armed Attack
2620,Physical Assault
2621,Armed Attack
2622,Physical Assault
2623,Physical Assault
2624,Physical Assault
2625,Armed Attack
2626,Physical Assault
2627,Armed Attack
2628,Armed Attack
2629,Armed Attack
2630,Physical Assault
2631,Physical Assault
2632,Physical Assault
2633,Physical Assault
2634,Physical Assault
2635,Armed Attack
2636,Pickpocket
2637,Break-in
2638,Vehicle Theft
2639,Vehicle Theft
2640,Vehicle Theft
2641,Vehicle Theft
2642,Vehicle Theft
2643,Break-in
2644,Vehicle Theft
2645,Break-in
2646,Pickpocket
2647,Vehicle Theft
2648,Pickpocket
2649,Vehicle Theft
2650,Pickpocket
2651,Pickpocket
2652,Vehicle Theft
2653,Break-in
2654,Pickpocket
2655,Pickpocket
2656,Vehicle Theft
2657,Vehicle Theft
2658,Vehicle Theft
2659,Break-in
2660,Pickpocket
2661,Break-in
2662,Pickpocket
2663,Vehicle Theft
2664,Vehicle Theft
2665,Pickpocket
2666,Vehicle Theft
2667,Break-in
2668,Pickpocket
2669,Break-in
2670,Vehicle Theft
2671,Vehicle Theft
2672,Vehicle Theft
2673,Pickpocket
2674,Pickpocket
2675,Vehicle Theft
2676,Snatch-and-Run
2677,Armed Robbery
2678,Armed Robbery
2679,Armed Robbery
2680,Armed Robbery
2681,Armed Robbery
2682,Snatch-and-Run
2683,Snatch-and-Run
2684,Snatch-and-Run
2685,Break-in
2686,Break-in
2687,Break-in
2688,Break-in
2689,Break-in
2690,Break-in
2691,Break-in
2692,Break-in
2693,Break-in
2694,Break-in
2695,Break-in
2696,Break-in
2697,Armed Attack
2698,Armed Attack
2699,Armed Attack
2700,Physical Assault
2701,Physical Assault
2702,Armed Attack
2703,Physical Assault
2704,Physical Assault
2705,Armed Attack
2706,Armed Attack
2707,Armed Attack
2708,Physical Assault
2709,Armed Attack
2710,Physical Assault
2711,Physical Assault
2712,Physical Assault
2713,Armed Attack
2714,Physical Assault
2715,Armed Attack
2716,Armed Attack
2717,Vehicle Theft
2718,Vehicle Theft
2719,Pickpocket
2720,Pickpocket
2721,Break-in
2722,Pickpocket
2723,Break-in
2724,Vehicle Theft
2725,Break-in
2726,Vehicle Theft
2727,Vehicle Theft
2728,Vehicle Theft
2729,Break-in
2730,Pickpocket
2731,Break-in
2732,Vehicle Theft
2733,Vehicle Theft
2734,Vehicle Theft
2735,Pickpocket
2736,Pickpocket
2737,Pickpocket
2738,Pickpocket
2739,Vehicle Theft
2740,Pickpocket
2741,Pickpocket
2742,Vehicle Theft
2743,Vehicle Theft
2744,Pickpocket
2745,Break-in
2746,Pickpocket
2747,Pickpocket
2748,Vehicle Theft
2749,Break-in
2750,Vehicle Theft
2751,Break-in
2752,Vehicle Theft
2753,Break-in
2754,Vehicle Theft
2755,Vehicle Theft
2756,Vehicle Theft
2757,Armed Robbery
2758,Armed Robbery
2759,Armed Robbery
2760,Armed Robbery
2761,Armed Robbery
2762,Armed Robbery
2763,Snatch-and-Run
2764,Snatch-and-Run
2765,Snatch-and-Run
2766,Break-in
2767,Break-in
2768,Break-in
2769,Break-in
2770,Break-in
2771,Break-in
2772,Break-in
2773,Break-in
2774,Break-in
2775,Break-in
2776,Break-in
2777,Break-in
2778,Physical Assault
2779,Physical Assault
2780,Physical Assault
2781,Armed Attack
2782,Physical Assault
2783,Physical Assault
2784,Armed Attack
2785,Armed Attack
2786,Physical Assault
2787,Armed Attack
2788,Physical Assault
2789,Physical Assault
2790,Physical Assault
2791,Armed Attack
2792,Physical Assault
2793,Physical Assault
2794,Physical Assault
2795,Armed Attack
2796,Physical Assault
2797,Physical Assault
2798,Pickpocket
2799,Vehicle Theft
2800,Pickpocket
2801,Vehicle Theft
2802,Pickpocket
2803,Break-in
2804,Vehicle Theft
2805,Break-in
2806,Pickpocket
2807,Pickpocket
2808,Pickpocket
2809,Pickpocket
2810,Vehicle Theft
2811,Vehicle Theft
2812,Vehicle Theft
2813,Vehicle Theft
2814,Vehicle Theft
2815,Vehicle Theft
2816,Pickpocket
2817,Pickpocket
2818,Pickpocket
2819,Pickpocket
2820,Pickpocket
2821,Break-in
2822,Vehicle Theft
2823,Break-in
2824,Pickpocket
2825,Vehicle Theft
2826,Pickpocket
2827,Vehicle Theft
2828,Vehicle Theft
2829,Pickpocket
2830,Vehicle Theft
2831,Break-in
2832,Vehicle Theft
2833,Break-in
2834,Pickpocket
2835,Pickpocket
2836,Vehicle Theft
2837,Break-in
2838,Armed Robbery
2839,Armed Robbery
2840,Armed Robbery
2841,Armed Robbery
