incident_id,district,crime_type,latitude,longitude,date,hour,status
794,Bangalore Urban,Robbery,13.013625,77.697464,2025-11-16,14,Under Investigation
795,Bangalore Urban,Robbery,13.131342,77.706219,2025-01-15,22,Chargesheeted
796,Bangalore Urban,Robbery,12.802418,77.483017,2025-09-11,5,Under Investigation
797,Bangalore Urban,Robbery,13.100758,77.517385,2025-03-07,2,Closed
798,Bangalore Urban,Robbery,13.008073,77.693748,2025-09-23,10,Chargesheeted
799,Bangalore Urban,Robbery,12.949277,77.462075,2025-03-31,13,Chargesheeted
800,Bangalore Urban,Robbery,13.09041,77.523945,2025-11-20,11,Chargesheeted
801,Bangalore Urban,Robbery,13.042014,77.71868,2025-10-09,23,Closed
802,Bangalore Urban,Robbery,13.027556,77.706882,2025-04-08,10,Closed
803,Bangalore Urban,Robbery,13.056816,77.729259,2025-05-11,19,Chargesheeted
804,Bangalore Urban,Robbery,12.922117,77.348657,2025-03-06,13,Closed
805,Bangalore Urban,Robbery,12.700027,77.664735,2025-11-23,0,Under Investigation
806,Bangalore Urban,Robbery,12.939734,77.361394,2025-10-26,12,Chargesheeted
807,Bangalore Urban,Robbery,13.027044,77.696657,2025-04-11,19,Under Investigation
808,Bangalore Urban,Robbery,13.131723,77.710354,2025-11-12,2,Closed
809,Bangalore Urban,Robbery,12.671579,77.624037,2025-07-30,6,Under Investigation
810,Bangalore Urban,Robbery,13.039623,77.70887,2025-12-25,7,Chargesheeted
811,Bangalore Urban,Robbery,13.005624,77.706598,2025-05-19,5,Closed
812,Bangalore Urban,Robbery,13.017509,77.690739,2025-09-23,20,Closed
813,Bangalore Urban,Robbery,12.92793,77.359364,2025-08-25,17,Chargesheeted
814,Bangalore Urban,Robbery,13.125002,77.709473,2025-04-03,7,Under Investigation
815,Bangalore Urban,Robbery,12.946541,77.350795,2025-09-26,10,Closed
816,Bangalore Urban,Robbery,13.098877,77.512227,2025-12-12,22,Under Investigation
817,Bangalore Urban,Robbery,12.999798,77.682541,2025-12-05,14,Closed
818,Bangalore Urban,Robbery,13.114203,77.711781,2025-08-26,16,Closed
819,Bangalore Urban,Robbery,12.99712,77.678017,2025-06-26,16,Chargesheeted
820,Bangalore Urban,Robbery,13.104317,77.510496,2025-10-08,12,Chargesheeted
821,Bangalore Urban,Robbery,12.748668,77.651164,2025-01-02,0,Closed
822,Bangalore Urban,Robbery,12.972052,77.388254,2025-06-13,18,Under Investigation
823,Bangalore Urban,Robbery,13.095399,77.519837,2025-03-19,20,Chargesheeted
824,Bangalore Urban,Robbery,12.936738,77.466196,2025-11-08,22,Chargesheeted
825,Bangalore Urban,Robbery,13.03336,77.72584,2025-08-13,19,Under Investigation
826,Bangalore Urban,Robbery,12.938553,77.356932,2025-10-30,7,Closed
827,Bangalore Urban,Robbery,13.119246,77.722736,2025-04-01,9,Chargesheeted
828,Bangalore Urban,Robbery,13.12418,77.723296,2025-12-05,7,Chargesheeted
829,Bangalore Urban,Robbery,13.118251,77.704992,2025-04-24,3,Chargesheeted
830,Bangalore Urban,Robbery,12.843914,77.741589,2025-03-08,15,Closed
831,Bangalore Urban,Robbery,13.052315,77.715362,2025-12-18,20,Closed
832,Bangalore Urban,Robbery,13.085878,77.518377,2025-02-24,3,Chargesheeted
833,Bangalore Urban,Robbery,12.935703,77.375831,2025-04-05,21,Chargesheeted
834,Bangalore Urban,Robbery,12.860251,77.647842,2025-05-09,17,Closed
835,Bangalore Urban,Robbery,12.910628,77.501418,2025-07-23,7,Under Investigation
836,Bangalore Urban,Robbery,13.034009,77.707712,2025-12-14,9,Under Investigation
837,Bangalore Urban,Robbery,12.997297,77.68397,2025-10-25,7,Under Investigation
838,Bangalore Urban,Robbery,12.995834,77.604074,2025-09-17,9,Chargesheeted
839,Bangalore Urban,Robbery,13.003345,77.697584,2025-03-23,2,Under Investigation
840,Bangalore Urban,Robbery,12.917991,77.35916,2025-04-30,4,Closed
841,Bangalore Urban,Robbery,12.953773,77.559228,2025-02-08,14,Chargesheeted
842,Bangalore Urban,Robbery,13.115005,77.715392,2025-09-10,21,Chargesheeted
843,Bangalore Urban,Robbery,13.051627,77.719548,2025-12-07,7,Under Investigation
844,Bangalore Urban,Robbery,13.051795,77.722388,2025-12-14,6,Under Investigation
845,Bangalore Urban,Robbery,12.99801,77.681851,2025-07-08,17,Closed
846,Bangalore Urban,Chain Snatching,12.914815,77.627829,2025-02-25,0,Under Investigation
847,Bangalore Urban,Chain Snatching,13.095265,77.519025,2025-09-04,17,Under Investigation
848,Bangalore Urban,Chain Snatching,13.047303,77.713985,2025-03-03,1,Chargesheeted
849,Bangalore Urban,Chain Snatching,12.92909,77.355522,2025-03-30,21,Under Investigation
850,Bangalore Urban,Chain Snatching,13.013105,77.693655,2025-03-08,10,Under Investigation
851,Bangalore Urban,Chain Snatching,13.128532,77.700787,2025-01-06,17,Chargesheeted
852,Bangalore Urban,Chain Snatching,13.023466,77.693515,2025-05-19,8,Closed
853,Bangalore Urban,Chain Snatching,12.916829,77.744508,2025-01-09,14,Chargesheeted
854,Bangalore Urban,Chain Snatching,13.000386,77.710419,2025-07-05,23,Chargesheeted
855,Bangalore Urban,Chain Snatching,13.132955,77.710114,2025-11-21,17,Under Investigation
856,Bangalore Urban,Chain Snatching,13.051471,77.709853,2025-04-07,17,Closed
857,Bangalore Urban,Chain Snatching,13.083711,77.517732,2025-04-03,9,Under Investigation
858,Bangalore Urban,Chain Snatching,13.119392,77.701196,2025-01-21,23,Under Investigation
859,Bangalore Urban,Chain Snatching,13.073799,77.718101,2025-12-15,9,Chargesheeted
860,Bangalore Urban,Chain Snatching,13.092502,77.513631,2025-05-17,12,Chargesheeted
861,Bangalore Urban,Chain Snatching,13.122285,77.703664,2025-12-06,18,Chargesheeted
862,Bangalore Urban,Chain Snatching,12.912608,77.598748,2025-04-06,10,Under Investigation
863,Bangalore Urban,Chain Snatching,13.087833,77.521971,2025-01-16,6,Under Investigation
864,Bangalore Urban,Chain Snatching,13.132471,77.722571,2025-04-25,0,Under Investigation
865,Bangalore Urban,Chain Snatching,13.11839,77.707914,2025-07-08,11,Closed
866,Bangalore Urban,Chain Snatching,13.109784,77.713327,2025-12-09,3,Chargesheeted
867,Bangalore Urban,Chain Snatching,13.002971,77.696773,2025-05-09,12,Chargesheeted
868,Bangalore Urban,Chain Snatching,12.907716,77.437474,2025-08-05,13,Under Investigation
869,Bangalore Urban,Chain Snatching,13.006344,77.661999,2025-03-20,23,Under Investigation
870,Bangalore Urban,Chain Snatching,13.030626,77.713548,2025-07-26,18,Closed
871,Bangalore Urban,Chain Snatching,12.940399,77.350317,2025-01-01,3,Closed
872,Bangalore Urban,Chain Snatching,13.122328,77.702359,2025-06-02,12,Closed
873,Bangalore Urban,Chain Snatching,12.929969,77.359985,2025-12-15,9,Under Investigation
874,Bangalore Urban,Chain Snatching,12.949959,77.67298,2025-01-07,22,Under Investigation
875,Bangalore Urban,Chain Snatching,13.019352,77.699284,2025-07-17,1,Under Investigation
876,Bangalore Urban,Chain Snatching,13.005595,77.705438,2025-06-30,4,Closed
877,Bangalore Urban,Chain Snatching,12.905082,77.508753,2025-03-30,1,Under Investigation
878,Bangalore Urban,Chain Snatching,13.019012,77.690065,2025-06-06,6,Under Investigation
879,Bangalore Urban,Chain Snatching,12.944824,77.358604,2025-09-24,23,Under Investigation
880,Bangalore Urban,Chain Snatching,12.930834,77.362015,2025-01-29,9,Chargesheeted
881,Bangalore Urban,Chain Snatching,13.139788,77.715397,2025-08-15,12,Closed
882,Bangalore Urban,Chain Snatching,13.080575,77.512074,2025-12-05,1,Closed
883,Bangalore Urban,Chain Snatching,13.020584,77.701144,2025-03-08,1,Chargesheeted
884,Bangalore Urban,Chain Snatching,13.039806,77.714281,2025-09-01,3,Closed
885,Bangalore Urban,Chain Snatching,12.923094,77.346599,2025-11-09,9,Under Investigation
886,Bangalore Urban,Chain Snatching,13.126198,77.706502,2025-02-19,6,Chargesheeted
887,Bangalore Urban,Chain Snatching,13.024743,77.398548,2025-10-20,18,Closed
888,Bangalore Urban,Chain Snatching,13.136276,77.715891,2025-07-01,2,Under Investigation
889,Bangalore Urban,Chain Snatching,12.919189,77.365303,2025-11-20,21,Under Investigation
890,Bangalore Urban,Chain Snatching,13.04181,77.712321,2025-07-29,17,Chargesheeted
891,Bangalore Urban,Chain Snatching,13.092969,77.536171,2025-01-11,6,Chargesheeted
892,Bangalore Urban,Chain Snatching,12.912859,77.662907,2025-12-10,8,Under Investigation
893,Bangalore Urban,Chain Snatching,12.672902,77.628903,2025-11-30,1,Closed
894,Bangalore Urban,Chain Snatching,13.086947,77.544557,2025-12-25,15,Closed
895,Bangalore Urban,Chain Snatching,12.930045,77.345483,2025-05-09,4,Under Investigation
896,Bangalore Urban,Chain Snatching,13.003644,77.703331,2025-05-17,18,Closed
897,Bangalore Urban,Chain Snatching,13.083134,77.518202,2025-03-28,4,Under Investigation
898,Bangalore Urban,Chain Snatching,12.993635,77.68198,2025-03-31,6,Chargesheeted
899,Bangalore Urban,Chain Snatching,13.127433,77.714846,2025-07-20,5,Closed
900,Bangalore Urban,Chain Snatching,13.120297,77.706327,2025-05-02,16,Closed
901,Bangalore Urban,Chain Snatching,12.882363,77.601458,2025-01-01,17,Chargesheeted
902,Bangalore Urban,Chain Snatching,13.006774,77.700202,2025-02-26,10,Chargesheeted
903,Bangalore Urban,Chain Snatching,12.860807,77.76068,2025-05-07,17,Under Investigation
904,Bangalore Urban,Chain Snatching,12.997524,77.686598,2025-01-23,15,Chargesheeted
905,Bangalore Urban,Chain Snatching,13.132853,77.704974,2025-04-20,15,Chargesheeted
906,Bangalore Urban,Burglary,13.087088,77.50998,2025-10-25,0,Under Investigation
907,Bangalore Urban,Burglary,12.918797,77.355282,2025-05-09,21,Under Investigation
908,Bangalore Urban,Burglary,13.119436,77.712568,2025-03-26,6,Under Investigation
909,Bangalore Urban,Burglary,12.924607,77.359966,2025-06-21,16,Closed
910,Bangalore Urban,Burglary,13.004263,77.682457,2025-10-25,4,Chargesheeted
911,Bangalore Urban,Burglary,13.125742,77.711838,2025-04-28,13,Closed
912,Bangalore Urban,Burglary,13.053634,77.715581,2025-08-29,15,Chargesheeted
913,Bangalore Urban,Burglary,13.09072,77.52702,2025-02-18,17,Chargesheeted
914,Bangalore Urban,Burglary,13.036836,77.719089,2025-06-08,6,Chargesheeted
915,Bangalore Urban,Burglary,13.018859,77.684323,2025-12-06,4,Chargesheeted
916,Bangalore Urban,Burglary,12.720284,77.586179,2025-11-21,17,Under Investigation
917,Bangalore Urban,Burglary,12.930351,77.370516,2025-03-05,0,Under Investigation
918,Bangalore Urban,Burglary,12.95303,77.43847,2025-12-11,13,Closed
919,Bangalore Urban,Burglary,13.137743,77.706428,2025-04-03,7,Under Investigation
920,Bangalore Urban,Burglary,13.140482,77.710938,2025-06-17,9,Chargesheeted
921,Bangalore Urban,Burglary,13.031385,77.703076,2025-05-07,19,Closed
922,Bangalore Urban,Burglary,13.06938,77.544633,2025-12-10,8,Under Investigation
923,Bangalore Urban,Burglary,12.757222,77.746979,2025-09-09,16,Chargesheeted
924,Bangalore Urban,Burglary,13.120423,77.702525,2025-04-09,21,Under Investigation
925,Bangalore Urban,Burglary,13.020896,77.708837,2025-02-20,12,Under Investigation
926,Bangalore Urban,Burglary,13.049937,77.728146,2025-03-21,8,Chargesheeted
927,Bangalore Urban,Burglary,12.997593,77.738857,2025-12-17,21,Under Investigation
928,Bangalore Urban,Burglary,13.038298,77.725253,2025-03-22,3,Chargesheeted
929,Bangalore Urban,Burglary,12.923404,77.39132,2025-10-22,11,Closed
930,Bangalore Urban,Burglary,13.04649,77.710958,2025-03-20,21,Closed
931,Bangalore Urban,Burglary,13.013568,77.38341,2025-12-11,11,Closed
932,Bangalore Urban,Burglary,13.129743,77.696583,2025-01-19,8,Chargesheeted
933,Bangalore Urban,Burglary,13.123227,77.696468,2025-05-08,16,Under Investigation
934,Bangalore Urban,Burglary,13.039757,77.718279,2025-07-14,4,Chargesheeted
935,Bangalore Urban,Burglary,13.002924,77.7046,2025-09-04,6,Chargesheeted
936,Bangalore Urban,Burglary,12.953791,77.453074,2025-02-28,18,Closed
937,Bangalore Urban,Burglary,13.001694,77.688779,2025-09-01,0,Under Investigation
938,Bangalore Urban,Burglary,13.031621,77.721508,2025-09-09,20,Chargesheeted
939,Bangalore Urban,Burglary,13.01547,77.688885,2025-04-09,12,Closed
940,Bangalore Urban,Burglary,13.136732,77.701846,2025-10-21,8,Closed
941,Bangalore Urban,Burglary,12.842637,77.443375,2025-10-07,4,Under Investigation
942,Bangalore Urban,Burglary,13.087141,77.509648,2025-01-13,1,Under Investigation
943,Bangalore Urban,Burglary,12.931159,77.362028,2025-07-02,22,Chargesheeted
944,Bangalore Urban,Burglary,13.117542,77.694871,2025-04-20,13,Closed
945,Bangalore Urban,Burglary,13.008319,77.696311,2025-03-24,19,Under Investigation
946,Bangalore Urban,Burglary,13.016559,77.672455,2025-03-12,15,Chargesheeted
947,Bangalore Urban,Burglary,12.817885,77.53257,2025-04-30,3,Closed
948,Bangalore Urban,Burglary,13.038325,77.706927,2025-03-10,23,Chargesheeted
949,Bangalore Urban,Burglary,13.005846,77.681144,2025-02-25,3,Under Investigation
950,Bangalore Urban,Burglary,12.943521,77.346261,2025-09-04,23,Chargesheeted
951,Bangalore Urban,Burglary,13.08809,77.52339,2025-09-20,1,Under Investigation
952,Bangalore Urban,Burglary,13.042553,77.718516,2025-09-20,1,Chargesheeted
953,Bangalore Urban,Burglary,12.811889,77.790853,2025-05-14,7,Closed
954,Bangalore Urban,Burglary,13.072594,77.522552,2025-11-22,8,Under Investigation
955,Bangalore Urban,Burglary,12.95178,77.421065,2025-01-31,11,Under Investigation
956,Bangalore Urban,Burglary,13.108581,77.517896,2025-10-20,23,Under Investigation
957,Bangalore Urban,Burglary,13.047541,77.716856,2025-03-20,7,Under Investigation
958,Bangalore Urban,Burglary,13.115634,77.71693,2025-02-22,13,Chargesheeted
959,Bangalore Urban,Burglary,13.095068,77.521676,2025-12-03,6,Under Investigation
960,Bangalore Urban,Burglary,13.044399,77.699571,2025-05-16,9,Chargesheeted
961,Bangalore Urban,Burglary,13.125574,77.718451,2025-09-09,20,Chargesheeted
962,Bangalore Urban,Burglary,13.056256,77.72049,2025-11-20,2,Under Investigation
963,Bangalore Urban,Burglary,13.120166,77.704948,2025-04-04,3,Under Investigation
964,Bangalore Urban,Burglary,13.099352,77.516236,2025-09-10,7,Closed
965,Bangalore Urban,Burglary,13.102111,77.526509,2025-02-05,2,Under Investigation
966,Bangalore Urban,Burglary,13.125608,77.7096,2025-10-09,21,Under Investigation
967,Bangalore Urban,Burglary,13.007192,77.685465,2025-05-23,7,Chargesheeted
968,Bangalore Urban,Burglary,13.042222,77.714148,2025-07-20,9,Under Investigation
969,Bangalore Urban,Burglary,13.121081,77.720192,2025-12-11,4,Under Investigation
970,Bangalore Urban,Burglary,13.032212,77.729674,2025-03-30,17,Under Investigation
971,Bangalore Urban,Burglary,13.000828,77.711337,2025-03-15,6,Closed
972,Bangalore Urban,Burglary,13.021939,77.683251,2025-05-10,2,Closed
973,Bangalore Urban,Burglary,13.13269,77.709435,2025-11-12,7,Chargesheeted
974,Bangalore Urban,Burglary,13.127608,77.705207,2025-06-30,18,Closed
975,Bangalore Urban,Burglary,13.125268,77.702275,2025-11-27,4,Under Investigation
976,Bangalore Urban,Burglary,13.021972,77.689234,2025-11-23,16,Chargesheeted
977,Bangalore Urban,Burglary,13.092475,77.508532,2025-08-22,1,Closed
978,Bangalore Urban,Burglary,13.108165,77.517616,2025-03-16,14,Closed
979,Bangalore Urban,Burglary,12.991675,77.679084,2025-12-10,6,Chargesheeted
980,Bangalore Urban,Burglary,13.008861,77.701121,2025-04-12,0,Under Investigation
981,Bangalore Urban,Burglary,12.940698,77.359511,2025-08-29,23,Chargesheeted
982,Bangalore Urban,Burglary,13.129266,77.710088,2025-05-11,20,Chargesheeted
983,Bangalore Urban,Burglary,13.008406,77.437067,2025-05-31,6,Under Investigation
984,Bangalore Urban,Burglary,12.91465,77.745712,2025-05-16,2,Closed
985,Bangalore Urban,Burglary,13.122117,77.719309,2025-04-08,21,Closed
986,Bangalore Urban,Burglary,12.959303,77.562061,2025-06-17,10,Closed
987,Bangalore Urban,Burglary,13.038715,77.722475,2025-01-31,2,Closed
988,Bangalore Urban,Burglary,12.936507,77.369537,2025-07-28,21,Under Investigation
989,Bangalore Urban,Burglary,13.123708,77.712449,2025-10-31,2,Chargesheeted
990,Bangalore Urban,Burglary,13.020427,77.702048,2025-11-27,13,Chargesheeted
991,Bangalore Urban,Burglary,13.034919,77.71415,2025-02-07,7,Closed
992,Bangalore Urban,Burglary,13.043492,77.7179,2025-10-28,13,Under Investigation
993,Bangalore Urban,Burglary,13.057466,77.713355,2025-12-07,1,Chargesheeted
994,Bangalore Urban,Burglary,13.004992,77.628451,2025-12-21,5,Chargesheeted
995,Bangalore Urban,Burglary,13.105042,77.519306,2025-01-26,20,Chargesheeted
996,Bangalore Urban,Burglary,13.13773,77.703313,2025-12-11,13,Under Investigation
997,Bangalore Urban,Burglary,12.864553,77.791539,2025-02-16,3,Closed
998,Bangalore Urban,Burglary,13.096213,77.517265,2025-04-15,2,Chargesheeted
999,Bangalore Urban,Burglary,12.703461,77.730171,2025-03-14,14,Closed
1000,Bangalore Urban,Burglary,12.923895,77.356167,2025-01-31,6,Under Investigation
1001,Bangalore Urban,Burglary,12.936779,77.364251,2025-04-26,18,Chargesheeted
1002,Bangalore Urban,Burglary,13.051604,77.716646,2025-08-28,1,Chargesheeted
1003,Bangalore Urban,Burglary,13.038967,77.717747,2025-08-26,15,Under Investigation
1004,Bangalore Urban,Burglary,12.939697,77.351938,2025-10-17,8,Under Investigation
1005,Bangalore Urban,Burglary,13.044071,77.710026,2025-06-07,17,Closed
1006,Bangalore Urban,Burglary,13.029394,77.714275,2025-11-10,7,Chargesheeted
1007,Bangalore Urban,Burglary,13.136268,77.697399,2025-09-03,17,Closed
1008,Bangalore Urban,Burglary,13.095261,77.514257,2025-11-14,22,Closed
1009,Bangalore Urban,Burglary,13.085884,77.512818,2025-11-15,8,Closed
1010,Bangalore Urban,Burglary,12.939839,77.353598,2025-10-17,12,Under Investigation
1011,Bangalore Urban,Burglary,13.095153,77.520131,2025-04-28,3,Under Investigation
1012,Bangalore Urban,Burglary,12.942495,77.352822,2025-08-02,5,Closed
1013,Bangalore Urban,Burglary,12.907651,77.552888,2025-04-15,9,Chargesheeted
1014,Bangalore Urban,Burglary,13.044858,77.723217,2025-02-10,16,Chargesheeted
1015,Bangalore Urban,Burglary,13.134943,77.712583,2025-06-15,20,Under Investigation
1016,Bangalore Urban,Burglary,13.050171,77.539543,2025-01-09,23,Chargesheeted
1017,Bangalore Urban,Burglary,13.117525,77.705993,2025-07-11,12,Chargesheeted
1018,Bangalore Urban,Burglary,12.930678,77.34729,2025-03-08,20,Closed
1019,Bangalore Urban,Burglary,12.937832,77.342544,2025-07-15,16,Under Investigation
1020,Bangalore Urban,Burglary,12.997011,77.702052,2025-10-29,7,Chargesheeted
1021,Bangalore Urban,Burglary,13.006278,77.692995,2025-01-17,22,Chargesheeted
1022,Bangalore Urban,Burglary,13.023512,77.725223,2025-07-27,12,Chargesheeted
1023,Bangalore Urban,Burglary,13.038421,77.72464,2025-02-18,14,Closed
1024,Bangalore Urban,Burglary,13.05177,77.722647,2025-07-27,3,Under Investigation
1025,Bangalore Urban,Burglary,13.048977,77.704765,2025-03-12,0,Closed
1026,Bangalore Urban,Burglary,13.101144,77.517385,2025-12-13,2,Chargesheeted
1027,Bangalore Urban,Burglary,13.039118,77.715007,2025-11-01,20,Closed
1028,Bangalore Urban,Burglary,12.934398,77.361545,2025-07-25,3,Closed
1029,Bangalore Urban,Burglary,12.931757,77.347112,2025-01-01,21,Closed
1030,Bangalore Urban,Burglary,13.010193,77.702989,2025-04-12,4,Under Investigation
1031,Bangalore Urban,Burglary,13.092867,77.514322,2025-06-09,13,Chargesheeted
1032,Bangalore Urban,Burglary,13.124976,77.708702,2025-03-11,11,Under Investigation
1033,Bangalore Urban,Burglary,13.098305,77.514279,2025-08-28,4,Under Investigation
1034,Bangalore Urban,Burglary,13.132168,77.701608,2025-03-30,2,Closed
1035,Bangalore Urban,Burglary,12.890375,77.426062,2025-12-20,4,Under Investigation
1036,Bangalore Urban,Burglary,12.86798,77.40282,2025-06-23,11,Closed
1037,Bangalore Urban,Burglary,13.1124,77.709931,2025-11-15,16,Under Investigation
1038,Bangalore Urban,Burglary,13.098325,77.429692,2025-02-09,9,Closed
1039,Bangalore Urban,Burglary,12.932861,77.360672,2025-09-22,12,Closed
1040,Bangalore Urban,Burglary,12.925192,77.360069,2025-07-15,3,Chargesheeted
1041,Bangalore Urban,Burglary,13.127523,77.699741,2025-08-01,1,Under Investigation
1042,Bangalore Urban,Burglary,13.121898,77.696746,2025-01-05,14,Under Investigation
1043,Bangalore Urban,Burglary,13.009201,77.696403,2025-06-29,13,Chargesheeted
1044,Bangalore Urban,Burglary,12.969442,77.731728,2025-02-16,8,Chargesheeted
1045,Bangalore Urban,Burglary,13.033449,77.720253,2025-10-05,13,Chargesheeted
1046,Bangalore Urban,Burglary,13.022435,77.692274,2025-10-24,17,Chargesheeted
1047,Bangalore Urban,Burglary,13.121476,77.700674,2025-02-22,17,Under Investigation
1048,Bangalore Urban,Burglary,12.999684,77.698714,2025-02-20,15,Chargesheeted
1049,Bangalore Urban,Burglary,13.019556,77.686974,2025-05-28,1,Chargesheeted
1050,Bangalore Urban,Burglary,12.943412,77.356094,2025-12-22,18,Under Investigation
1051,Bangalore Urban,Burglary,13.012981,77.691593,2025-01-08,14,Chargesheeted
1052,Bangalore Urban,Burglary,12.926726,77.361584,2025-06-22,22,Chargesheeted
1053,Bangalore Urban,Burglary,13.076781,77.753677,2025-09-25,11,Chargesheeted
1054,Bangalore Urban,Burglary,13.100355,77.512128,2025-09-06,20,Closed
1055,Bangalore Urban,Burglary,12.925709,77.466858,2025-07-10,9,Chargesheeted
1056,Bangalore Urban,Assault,13.117085,77.720525,2025-01-25,10,Closed
1057,Bangalore Urban,Assault,13.090923,77.521342,2025-12-08,15,Chargesheeted
1058,Bangalore Urban,Assault,13.101894,77.522851,2025-05-02,23,Under Investigation
1059,Bangalore Urban,Assault,13.131958,77.719738,2025-08-12,4,Chargesheeted
1060,Bangalore Urban,Assault,13.045746,77.710142,2025-01-04,18,Closed
1061,Bangalore Urban,Assault,13.006022,77.69151,2025-07-06,5,Chargesheeted
1062,Bangalore Urban,Assault,12.930235,77.360538,2025-12-22,16,Chargesheeted
1063,Bangalore Urban,Assault,13.023339,77.722556,2025-01-25,9,Chargesheeted
1064,Bangalore Urban,Assault,12.930177,77.346938,2025-12-27,10,Under Investigation
1065,Bangalore Urban,Assault,12.861641,77.440837,2025-09-22,12,Chargesheeted
1066,Bangalore Urban,Assault,13.118134,77.705383,2025-06-19,19,Closed
1067,Bangalore Urban,Assault,12.674715,77.699037,2025-08-08,22,Closed
1068,Bangalore Urban,Assault,12.936587,77.354762,2025-07-26,18,Chargesheeted
1069,Bangalore Urban,Assault,12.902381,77.661892,2025-02-24,1,Chargesheeted
1070,Bangalore Urban,Assault,13.0124,77.693186,2025-10-27,15,Closed
1071,Bangalore Urban,Assault,13.005883,77.695432,2025-12-15,21,Closed
1072,Bangalore Urban,Assault,12.969056,77.64849,2025-06-19,1,Chargesheeted
1073,Bangalore Urban,Assault,13.134136,77.714823,2025-07-23,18,Chargesheeted
1074,Bangalore Urban,Assault,13.009481,77.689711,2025-07-08,14,Chargesheeted
1075,Bangalore Urban,Assault,12.928186,77.35804,2025-08-25,12,Under Investigation
1076,Bangalore Urban,Assault,13.042825,77.728011,2025-07-19,22,Closed
1077,Bangalore Urban,Assault,13.043869,77.721021,2025-10-10,0,Chargesheeted
1078,Bangalore Urban,Assault,13.126312,77.707161,2025-01-04,14,Closed
1079,Bangalore Urban,Assault,13.007377,77.679628,2025-10-18,0,Under Investigation
1080,Bangalore Urban,Assault,12.930024,77.339731,2025-03-26,5,Under Investigation
1081,Bangalore Urban,Assault,13.130332,77.709462,2025-05-26,19,Closed
1082,Bangalore Urban,Assault,13.08877,77.525601,2025-09-07,10,Closed
1083,Bangalore Urban,Assault,13.086724,77.516267,2025-09-02,6,Closed
1084,Bangalore Urban,Assault,13.072049,77.596986,2025-04-09,19,Closed
1085,Bangalore Urban,Assault,13.04509,77.718371,2025-04-20,5,Under Investigation
1086,Bangalore Urban,Assault,13.011971,77.680984,2025-02-09,6,Chargesheeted
1087,Bangalore Urban,Assault,13.087639,77.50925,2025-05-18,3,Chargesheeted
1088,Bangalore Urban,Assault,13.136488,77.56807,2025-04-21,11,Chargesheeted
1089,Bangalore Urban,Assault,13.115666,77.415903,2025-11-19,6,Chargesheeted
1090,Bangalore Urban,Assault,12.921061,77.363528,2025-04-02,20,Under Investigation
1091,Bangalore Urban,Assault,12.803088,77.652141,2025-09-06,4,Under Investigation
1092,Bangalore Urban,Assault,13.041084,77.70777,2025-12-03,20,Under Investigation
1093,Bangalore Urban,Assault,13.144837,77.713643,2025-09-21,7,Under Investigation
1094,Bangalore Urban,Assault,13.002385,77.698478,2025-12-06,11,Under Investigation
1095,Bangalore Urban,Assault,13.101397,77.564415,2025-01-09,7,Chargesheeted
1096,Bangalore Urban,Assault,13.041566,77.708453,2025-07-10,19,Chargesheeted
1097,Bangalore Urban,Assault,13.045779,77.724479,2025-05-06,16,Chargesheeted
1098,Bangalore Urban,Assault,13.014967,77.704931,2025-02-22,23,Under Investigation
1099,Bangalore Urban,Assault,13.125235,77.71696,2025-04-05,7,Chargesheeted
1100,Bangalore Urban,Assault,13.09232,77.513078,2025-09-02,1,Chargesheeted
1101,Bangalore Urban,Assault,12.925016,77.352602,2025-06-05,0,Chargesheeted
1102,Bangalore Urban,Assault,12.93554,77.365042,2025-09-16,8,Chargesheeted
1103,Bangalore Urban,Assault,13.13118,77.713264,2025-04-04,3,Under Investigation
1104,Bangalore Urban,Assault,13.149792,77.529444,2025-04-18,17,Chargesheeted
1105,Bangalore Urban,Assault,13.081627,77.509606,2025-01-20,20,Chargesheeted
1106,Bangalore Urban,Assault,13.109773,77.447569,2025-02-01,5,Chargesheeted
1107,Bangalore Urban,Assault,13.083548,77.521921,2025-02-02,14,Chargesheeted
1108,Bangalore Urban,Assault,13.118002,77.715346,2025-12-08,1,Closed
1109,Bangalore Urban,Assault,12.873202,77.631132,2025-04-04,0,Chargesheeted
1110,Bangalore Urban,Assault,13.112372,77.705611,2025-05-16,10,Under Investigation
1111,Bangalore Urban,Assault,12.775328,77.696451,2025-01-02,15,Under Investigation
1112,Bangalore Urban,Assault,13.110494,77.709724,2025-01-29,13,Closed
1113,Bangalore Urban,Assault,13.076424,77.520859,2025-03-04,21,Under Investigation
1114,Bangalore Urban,Assault,12.942537,77.37788,2025-08-11,13,Chargesheeted
1115,Bangalore Urban,Assault,13.010975,77.689308,2025-01-28,13,Under Investigation
1116,Bangalore Urban,Assault,13.063885,77.720762,2025-06-17,2,Under Investigation
1117,Bangalore Urban,Assault,12.81605,77.676668,2025-05-03,9,Under Investigation
1118,Bangalore Urban,Assault,12.879499,77.679095,2025-10-07,11,Chargesheeted
1119,Bangalore Urban,Assault,12.934927,77.361227,2025-06-05,9,Under Investigation
1120,Bangalore Urban,Assault,13.129125,77.690309,2025-06-24,23,Closed
1121,Bangalore Urban,Assault,13.061398,77.718119,2025-07-20,8,Under Investigation
1122,Bangalore Urban,Assault,13.045354,77.708219,2025-11-23,11,Chargesheeted
1123,Bangalore Urban,Assault,12.883157,77.436146,2025-09-06,10,Closed
