CSID,CaseMasterID,csdate,cstype,PolicePersonID
665,665,2025-12-03 11:30:00,C,6
666,666,2025-08-29 11:30:00,C,5
667,667,2025-04-17 11:30:00,C,6
668,668,2025-12-06 11:30:00,C,5
669,669,2026-01-25 11:30:00,C,6
670,670,2025-04-05 11:30:00,A,5
671,671,2025-05-20 11:30:00,A,6
672,672,2025-06-18 11:30:00,A,5
673,673,2025-11-11 11:30:00,C,6
674,674,2025-08-10 11:30:00,A,5
675,675,2025-08-05 11:30:00,B,6
676,676,2025-07-23 11:30:00,A,5
677,677,2025-11-27 11:30:00,C,6
678,678,2025-03-29 11:30:00,A,5
679,679,2025-12-29 11:30:00,C,6
680,680,2025-12-29 11:30:00,C,5
681,681,2025-06-08 11:30:00,B,6
682,682,2026-01-11 11:30:00,A,5
683,683,2025-11-17 11:30:00,A,6
684,684,2025-11-07 11:30:00,A,5
685,685,2025-01-31 11:30:00,C,6
686,686,2025-11-22 11:30:00,A,5
687,687,2025-03-18 11:30:00,C,6
688,688,2025-07-27 11:30:00,C,5
689,689,2025-02-04 11:30:00,C,6
690,690,2025-11-08 11:30:00,A,5
691,691,2025-03-23 11:30:00,A,6
692,692,2025-09-11 11:30:00,A,5
693,693,2025-09-11 11:30:00,A,6
694,694,2025-02-13 11:30:00,C,5
695,695,2025-07-02 11:30:00,B,6
696,696,2026-02-03 11:30:00,B,5
697,697,2025-12-22 11:30:00,C,6
698,698,2025-11-12 11:30:00,C,5
699,699,2026-01-18 11:30:00,A,6
700,700,2025-07-24 11:30:00,A,5
701,701,2025-11-28 11:30:00,A,6
702,702,2025-11-15 11:30:00,B,5
703,703,2025-06-28 11:30:00,C,6
704,704,2025-10-08 11:30:00,A,5
705,705,2025-06-10 11:30:00,B,6
706,706,2025-08-16 11:30:00,C,5
707,707,2025-11-26 11:30:00,C,6
708,708,2025-04-14 11:30:00,B,5
709,709,2025-11-01 11:30:00,A,6
710,710,2025-03-31 11:30:00,A,5
711,711,2025-04-26 11:30:00,A,6
712,712,2025-04-02 11:30:00,C,5
713,713,2025-05-09 11:30:00,A,6
714,714,2025-12-16 11:30:00,B,5
715,715,2025-08-24 11:30:00,C,6
716,716,2026-01-19 11:30:00,C,5
717,717,2025-03-25 11:30:00,A,6
718,718,2026-03-01 11:30:00,C,5
719,719,2025-05-09 11:30:00,C,6
720,720,2025-11-17 11:30:00,A,5
721,721,2026-03-03 11:30:00,C,6
722,722,2025-12-04 11:30:00,A,5
723,723,2025-05-17 11:30:00,B,6
724,724,2025-09-12 11:30:00,A,5
725,725,2025-06-22 11:30:00,A,6
726,726,2025-08-19 11:30:00,C,5
727,727,2025-09-07 11:30:00,A,6
728,728,2025-10-19 11:30:00,C,5
729,729,2026-01-30 11:30:00,A,6
730,730,2025-12-22 11:30:00,A,5
731,731,2025-05-01 11:30:00,C,6
732,732,2025-06-30 11:30:00,B,5
733,733,2026-01-15 11:30:00,A,6
734,734,2025-06-18 11:30:00,C,5
735,735,2025-08-19 11:30:00,B,6
736,736,2025-04-15 11:30:00,A,5
737,737,2025-07-06 11:30:00,A,6
738,738,2025-07-11 11:30:00,A,5
739,739,2025-08-22 11:30:00,A,6
740,740,2025-04-22 11:30:00,A,5
741,741,2025-12-18 11:30:00,A,6
742,742,2025-07-13 11:30:00,A,5
743,743,2025-09-12 11:30:00,A,6
744,744,2025-10-18 11:30:00,A,5
745,745,2025-07-17 11:30:00,C,6
746,746,2025-10-31 11:30:00,A,5
747,747,2025-07-17 11:30:00,C,6
748,748,2025-08-29 11:30:00,C,5
749,749,2025-04-05 11:30:00,A,6
750,750,2025-08-28 11:30:00,A,5
751,751,2026-01-11 11:30:00,C,6
752,752,2025-10-21 11:30:00,A,5
753,753,2025-12-28 11:30:00,B,6
754,754,2025-06-11 11:30:00,A,5
755,755,2025-02-08 11:30:00,C,6
756,756,2025-08-31 11:30:00,B,5
757,757,2026-01-14 11:30:00,C,6
758,758,2025-12-25 11:30:00,A,5
759,759,2026-02-07 11:30:00,B,6
760,760,2025-05-18 11:30:00,A,5
761,761,2025-02-15 11:30:00,C,6
762,762,2025-07-01 11:30:00,B,5
763,763,2025-06-22 11:30:00,A,6
764,764,2025-03-13 11:30:00,A,5
765,765,2025-08-16 11:30:00,B,6
766,766,2025-05-16 11:30:00,C,5
767,767,2025-07-24 11:30:00,C,6
768,768,2025-09-23 11:30:00,C,5
769,769,2025-10-04 11:30:00,C,6
770,770,2025-10-09 11:30:00,A,5
771,771,2025-11-10 11:30:00,B,6
772,772,2025-09-18 11:30:00,A,5
773,773,2025-08-21 11:30:00,A,6
774,774,2025-03-31 11:30:00,A,5
775,775,2025-05-05 11:30:00,B,6
776,776,2025-12-28 11:30:00,C,5
777,777,2025-11-04 11:30:00,B,6
778,778,2025-12-12 11:30:00,C,5
779,779,2025-10-10 11:30:00,C,6
780,780,2025-06-28 11:30:00,A,5
781,781,2026-03-03 11:30:00,C,6
782,782,2025-11-20 11:30:00,A,5
783,783,2025-10-25 11:30:00,A,6
784,784,2026-02-25 11:30:00,A,5
785,785,2025-09-06 11:30:00,B,6
786,786,2026-03-01 11:30:00,B,5
787,787,2025-04-04 11:30:00,C,6
788,788,2025-05-26 11:30:00,C,5
789,789,2025-11-25 11:30:00,C,6
790,790,2025-06-29 11:30:00,C,5
791,791,2025-07-19 11:30:00,C,6
792,792,2025-05-26 11:30:00,A,5
793,793,2025-12-11 11:30:00,A,6
794,794,2025-12-02 11:30:00,A,5
795,795,2025-02-01 11:30:00,A,6
796,796,2025-09-29 11:30:00,C,5
797,797,2025-03-26 11:30:00,C,6
798,798,2025-10-13 11:30:00,A,5
799,799,2025-04-21 11:30:00,A,6
800,800,2025-12-12 11:30:00,A,5
801,801,2025-11-01 11:30:00,B,6
802,802,2025-05-02 11:30:00,C,5
803,803,2025-06-05 11:30:00,A,6
804,804,2025-04-01 11:30:00,B,5
805,805,2025-12-20 11:30:00,B,6
806,806,2025-11-23 11:30:00,A,5
807,807,2025-05-10 11:30:00,C,6
808,808,2025-12-12 11:30:00,C,5
809,809,2025-08-30 11:30:00,C,6
810,810,2026-01-26 11:30:00,A,5
811,811,2025-06-21 11:30:00,C,6
812,812,2025-10-27 11:30:00,C,5
813,813,2025-09-29 11:30:00,A,6
814,814,2025-05-09 11:30:00,A,5
815,815,2025-11-02 11:30:00,C,6
816,816,2026-01-19 11:30:00,C,5
817,817,2026-01-13 11:30:00,C,6
818,818,2025-10-05 11:30:00,C,5
819,819,2025-08-06 11:30:00,A,6
820,820,2025-11-19 11:30:00,A,5
821,821,2025-02-14 11:30:00,C,6
822,822,2025-07-27 11:30:00,A,5
823,823,2025-05-03 11:30:00,A,6
824,824,2025-12-24 11:30:00,A,5
825,825,2025-09-29 11:30:00,B,6
826,826,2025-12-17 11:30:00,C,5
827,827,2025-05-20 11:30:00,A,6
828,828,2026-01-24 11:30:00,A,5
829,829,2025-06-14 11:30:00,A,6
830,830,2025-04-29 11:30:00,C,5
831,831,2026-02-09 11:30:00,B,6
832,832,2025-04-19 11:30:00,A,5
833,833,2025-05-30 11:30:00,A,6
834,834,2025-07-04 11:30:00,B,5
835,835,2025-09-18 11:30:00,B,6
836,836,2026-02-10 11:30:00,C,5
837,837,2025-12-23 11:30:00,C,6
838,838,2025-11-16 11:30:00,A,5
839,839,2025-05-23 11:30:00,C,6
840,840,2025-07-01 11:30:00,B,5
841,841,2025-04-12 11:30:00,A,6
842,842,2025-11-13 11:30:00,A,5
843,843,2026-02-10 11:30:00,A,6
844,844,2026-02-18 11:30:00,A,5
845,845,2025-09-13 11:30:00,C,6
846,846,2025-05-04 11:30:00,C,5
847,847,2025-11-12 11:30:00,C,6
848,848,2025-05-12 11:30:00,A,5
849,849,2025-06-09 11:30:00,C,6
850,850,2025-05-19 11:30:00,A,5
851,851,2025-03-20 11:30:00,A,6
852,852,2025-08-01 11:30:00,B,5
853,853,2025-03-25 11:30:00,A,6
854,854,2025-07-20 11:30:00,A,5
855,855,2025-12-07 11:30:00,B,6
856,856,2025-04-24 11:30:00,C,5
857,857,2025-04-21 11:30:00,C,6
858,858,2025-02-09 11:30:00,C,5
859,859,2026-01-04 11:30:00,A,6
860,860,2025-06-07 11:30:00,A,5
861,861,2025-12-28 11:30:00,A,6
862,862,2025-04-29 11:30:00,A,5
863,863,2025-02-09 11:30:00,A,6
864,864,2025-05-20 11:30:00,A,5
865,865,2025-08-03 11:30:00,C,6
866,866,2026-01-05 11:30:00,A,5
867,867,2025-06-06 11:30:00,A,6
868,868,2025-09-03 11:30:00,C,5
869,869,2025-04-19 11:30:00,C,6
870,870,2025-08-26 11:30:00,B,5
871,871,2025-02-02 11:30:00,C,6
872,872,2025-07-05 11:30:00,C,5
873,873,2026-01-18 11:30:00,A,6
874,874,2025-02-11 11:30:00,A,5
875,875,2025-08-22 11:30:00,B,6
876,876,2025-08-06 11:30:00,B,5
877,877,2025-05-07 11:30:00,C,6
878,878,2025-07-15 11:30:00,C,5
879,879,2025-11-03 11:30:00,C,6
880,880,2025-03-11 11:30:00,A,5
881,881,2025-09-26 11:30:00,C,6
882,882,2026-01-17 11:30:00,B,5
883,883,2025-04-21 11:30:00,A,6
884,884,2025-10-16 11:30:00,C,5
885,885,2025-12-25 11:30:00,B,6
886,886,2025-04-07 11:30:00,A,5
887,887,2025-12-07 11:30:00,C,6
888,888,2025-08-19 11:30:00,C,5
889,889,2026-01-09 11:30:00,C,6
890,890,2025-09-18 11:30:00,A,5
891,891,2025-03-04 11:30:00,A,6
892,892,2026-02-01 11:30:00,A,5
893,893,2026-01-23 11:30:00,C,6
894,894,2026-02-18 11:30:00,B,5
895,895,2025-07-04 11:30:00,B,6
896,896,2025-07-13 11:30:00,C,5
897,897,2025-05-25 11:30:00,C,6
898,898,2025-05-29 11:30:00,A,5
899,899,2025-09-18 11:30:00,C,6
900,900,2025-07-02 11:30:00,B,5
901,901,2025-03-04 11:30:00,A,6
902,902,2025-04-30 11:30:00,A,5
903,903,2025-07-10 11:30:00,A,6
904,904,2025-03-29 11:30:00,A,5
905,905,2025-06-25 11:30:00,A,6
906,906,2025-12-31 11:30:00,C,5
907,907,2025-07-16 11:30:00,C,6
908,908,2025-06-03 11:30:00,C,5
909,909,2025-08-30 11:30:00,B,6
910,910,2026-01-04 11:30:00,A,5
911,911,2025-07-09 11:30:00,C,6
912,912,2025-11-10 11:30:00,A,5
913,913,2025-05-03 11:30:00,A,6
914,914,2025-08-22 11:30:00,A,5
915,915,2025-12-21 11:30:00,A,6
916,916,2025-12-07 11:30:00,C,5
917,917,2025-03-22 11:30:00,C,6
918,918,2025-12-29 11:30:00,B,5
919,919,2025-04-22 11:30:00,C,6
920,920,2025-07-07 11:30:00,A,5
921,921,2025-05-28 11:30:00,B,6
922,922,2026-01-01 11:30:00,A,5
923,923,2025-10-02 11:30:00,A,6
924,924,2025-05-03 11:30:00,A,5
925,925,2025-03-17 11:30:00,B,6
926,926,2025-04-16 11:30:00,A,5
927,927,2026-01-13 11:30:00,C,6
928,928,2025-04-19 11:30:00,A,5
929,929,2025-11-20 11:30:00,C,6
930,930,2025-04-19 11:30:00,B,5
931,931,2026-01-11 11:30:00,C,6
932,932,2025-02-20 11:30:00,A,5
933,933,2025-06-10 11:30:00,A,6
934,934,2025-08-17 11:30:00,A,5
935,935,2025-10-09 11:30:00,A,6
936,936,2025-04-05 11:30:00,B,5
937,937,2025-10-08 11:30:00,C,6
938,938,2025-10-17 11:30:00,A,5
939,939,2025-05-18 11:30:00,B,6
940,940,2025-11-30 11:30:00,C,5
941,941,2025-11-17 11:30:00,A,6
942,942,2025-02-24 11:30:00,A,5
943,943,2025-08-14 11:30:00,A,6
944,944,2025-06-03 11:30:00,C,5
945,945,2025-05-08 11:30:00,B,6
946,946,2025-04-27 11:30:00,A,5
947,947,2025-06-16 11:30:00,C,6
948,948,2025-04-27 11:30:00,A,5
949,949,2025-04-15 11:30:00,C,6
950,950,2025-10-24 11:30:00,A,5
951,951,2025-11-10 11:30:00,A,6
952,952,2025-11-11 11:30:00,A,5
953,953,2025-07-06 11:30:00,C,6
954,954,2026-01-15 11:30:00,A,5
955,955,2025-03-27 11:30:00,B,6
956,956,2025-12-15 11:30:00,C,5
957,957,2025-05-16 11:30:00,C,6
958,958,2025-04-21 11:30:00,A,5
959,959,2026-01-31 11:30:00,C,6
960,960,2025-07-15 11:30:00,A,5
961,961,2025-11-09 11:30:00,A,6
962,962,2026-01-21 11:30:00,A,5
963,963,2025-06-06 11:30:00,A,6
964,964,2025-11-13 11:30:00,C,5
965,965,2025-04-11 11:30:00,B,6
966,966,2025-12-14 11:30:00,C,5
967,967,2025-07-29 11:30:00,A,6
968,968,2025-09-26 11:30:00,C,5
969,969,2026-02-18 11:30:00,C,6
970,970,2025-06-08 11:30:00,A,5
971,971,2025-05-25 11:30:00,C,6
972,972,2025-07-21 11:30:00,B,5
973,973,2026-01-24 11:30:00,A,6
974,974,2025-09-12 11:30:00,C,5
975,975,2026-02-10 11:30:00,B,6
976,976,2025-12-08 11:30:00,A,5
977,977,2025-09-07 11:30:00,C,6
978,978,2025-04-02 11:30:00,B,5
979,979,2025-12-28 11:30:00,A,6
980,980,2025-05-01 11:30:00,A,5
981,981,2025-09-18 11:30:00,A,6
982,982,2025-06-01 11:30:00,A,5
983,983,2025-06-22 11:30:00,A,6
984,984,2025-06-08 11:30:00,B,5
985,985,2025-05-02 11:30:00,C,6
986,986,2025-07-12 11:30:00,C,5
987,987,2025-02-26 11:30:00,B,6
988,988,2025-08-24 11:30:00,C,5
989,989,2025-11-28 11:30:00,A,6
990,990,2025-12-26 11:30:00,A,5
991,991,2025-03-09 11:30:00,C,6
992,992,2025-11-28 11:30:00,A,5
993,993,2026-01-08 11:30:00,A,6
994,994,2026-01-23 11:30:00,A,5
995,995,2025-03-01 11:30:00,A,6
996,996,2026-01-15 11:30:00,C,5
997,997,2025-03-24 11:30:00,C,6
998,998,2025-05-22 11:30:00,A,5
999,999,2025-04-21 11:30:00,B,6
1000,1000,2025-03-11 11:30:00,A,5
1001,1001,2025-06-05 11:30:00,A,6
1002,1002,2025-10-08 11:30:00,A,5
1003,1003,2025-10-07 11:30:00,A,6
1004,1004,2025-11-29 11:30:00,A,5
1005,1005,2025-07-21 11:30:00,B,6
1006,1006,2025-12-25 11:30:00,A,5
1007,1007,2025-10-19 11:30:00,C,6
1008,1008,2025-12-31 11:30:00,B,5
1009,1009,2026-01-02 11:30:00,C,6
1010,1010,2025-12-05 11:30:00,A,5
1011,1011,2025-06-17 11:30:00,A,6
1012,1012,2025-09-22 11:30:00,C,5
1013,1013,2025-06-06 11:30:00,A,6
1014,1014,2025-04-04 11:30:00,A,5
1015,1015,2025-08-08 11:30:00,B,6
1016,1016,2025-03-05 11:30:00,A,5
1017,1017,2025-09-05 11:30:00,A,6
1018,1018,2025-05-04 11:30:00,C,5
1019,1019,2025-09-11 11:30:00,C,6
1020,1020,2025-12-27 11:30:00,A,5
1021,1021,2025-03-18 11:30:00,A,6
1022,1022,2025-09-26 11:30:00,A,5
1023,1023,2025-04-21 11:30:00,B,6
1024,1024,2025-09-28 11:30:00,A,5
1025,1025,2025-05-15 11:30:00,C,6
1026,1026,2026-02-16 11:30:00,A,5
1027,1027,2026-01-06 11:30:00,C,6
1028,1028,2025-09-30 11:30:00,C,5
1029,1029,2025-03-10 11:30:00,B,6
1030,1030,2025-06-20 11:30:00,A,5
1031,1031,2025-08-18 11:30:00,A,6
1032,1032,2025-05-21 11:30:00,A,5
1033,1033,2025-11-08 11:30:00,A,6
1034,1034,2025-06-11 11:30:00,C,5
1035,1035,2026-03-04 11:30:00,B,6
1036,1036,2025-09-06 11:30:00,C,5
1037,1037,2025-11-30 11:30:00,C,6
1038,1038,2025-02-25 11:30:00,B,5
1039,1039,2025-10-09 11:30:00,C,6
1040,1040,2025-08-02 11:30:00,A,5
1041,1041,2025-08-20 11:30:00,A,6
1042,1042,2025-01-25 11:30:00,A,5
1043,1043,2025-07-20 11:30:00,A,6
1044,1044,2025-03-10 11:30:00,A,5
1045,1045,2025-10-28 11:30:00,A,6
1046,1046,2025-11-17 11:30:00,A,5
1047,1047,2025-03-19 11:30:00,C,6
1048,1048,2025-03-18 11:30:00,A,5
1049,1049,2025-06-24 11:30:00,A,6
1050,1050,2026-01-19 11:30:00,A,5
1051,1051,2025-02-06 11:30:00,A,6
1052,1052,2025-07-22 11:30:00,A,5
1053,1053,2025-10-26 11:30:00,A,6
1054,1054,2025-10-08 11:30:00,C,5
1055,1055,2025-08-12 11:30:00,A,6
1056,1056,2025-02-28 11:30:00,B,5
1057,1057,2026-01-12 11:30:00,A,6
1058,1058,2025-06-07 11:30:00,C,5
1059,1059,2025-09-18 11:30:00,A,6
1060,1060,2025-02-11 11:30:00,C,5
1061,1061,2025-08-14 11:30:00,A,6
1062,1062,2026-01-31 11:30:00,A,5
1063,1063,2025-03-07 11:30:00,A,6
1064,1064,2026-02-07 11:30:00,A,5
1065,1065,2025-11-04 11:30:00,A,6
1066,1066,2025-08-02 11:30:00,C,5
1067,1067,2025-09-22 11:30:00,C,6
1068,1068,2025-09-10 11:30:00,A,5
1069,1069,2025-04-12 11:30:00,A,6
1070,1070,2025-12-14 11:30:00,C,5
1071,1071,2026-02-02 11:30:00,B,6
1072,1072,2025-08-08 11:30:00,A,5
1073,1073,2025-09-12 11:30:00,A,6
1074,1074,2025-08-29 11:30:00,A,5
1075,1075,2025-10-17 11:30:00,B,6
1076,1076,2025-09-11 11:30:00,C,5
1077,1077,2025-12-04 11:30:00,A,6
1078,1078,2025-03-01 11:30:00,C,5
1079,1079,2025-12-14 11:30:00,C,6
1080,1080,2025-05-23 11:30:00,A,5
1081,1081,2025-07-24 11:30:00,C,6
1082,1082,2025-11-06 11:30:00,C,5
1083,1083,2025-11-02 11:30:00,B,6
1084,1084,2025-06-10 11:30:00,C,5
1085,1085,2025-06-22 11:30:00,B,6
1086,1086,2025-04-14 11:30:00,A,5
1087,1087,2025-07-22 11:30:00,A,6
1088,1088,2025-06-26 11:30:00,A,5
1089,1089,2026-01-25 11:30:00,A,6
1090,1090,2025-06-09 11:30:00,A,5
1091,1091,2025-11-14 11:30:00,A,6
1092,1092,2026-02-11 11:30:00,A,5
1093,1093,2025-12-01 11:30:00,A,6
1094,1094,2026-02-16 11:30:00,A,5
1095,1095,2025-03-23 11:30:00,A,6
1096,1096,2025-09-22 11:30:00,A,5
1097,1097,2025-07-20 11:30:00,A,6
1098,1098,2025-03-09 11:30:00,C,5
1099,1099,2025-04-21 11:30:00,A,6
1100,1100,2025-09-19 11:30:00,A,5
1101,1101,2025-06-23 11:30:00,A,6
1102,1102,2025-10-05 11:30:00,A,5
1103,1103,2025-04-24 11:30:00,A,6
1104,1104,2025-05-09 11:30:00,A,5
1105,1105,2025-02-11 11:30:00,A,6
1106,1106,2025-02-24 11:30:00,A,5
1107,1107,2025-02-26 11:30:00,A,6
1108,1108,2026-01-02 11:30:00,C,5
1109,1109,2025-04-30 11:30:00,A,6
1110,1110,2025-06-12 11:30:00,A,5
1111,1111,2025-01-30 11:30:00,A,6
1112,1112,2025-02-27 11:30:00,C,5
1113,1113,2025-04-03 11:30:00,A,6
1114,1114,2025-09-11 11:30:00,A,5
1115,1115,2025-03-01 11:30:00,B,6
1116,1116,2025-07-20 11:30:00,C,5
1117,1117,2025-06-06 11:30:00,C,6
1118,1118,2025-11-11 11:30:00,A,5
1119,1119,2025-07-11 11:30:00,C,6
1120,1120,2025-07-31 11:30:00,C,5
1121,1121,2025-08-27 11:30:00,A,6
1122,1122,2026-01-01 11:30:00,A,5
1123,1123,2025-10-16 11:30:00,C,6
1124,1124,2026-01-20 11:30:00,A,5
1125,1125,2025-02-15 11:30:00,A,6
1126,1126,2025-07-21 11:30:00,C,5
1127,1127,2026-01-24 11:30:00,C,6
1128,1128,2025-12-19 11:30:00,B,5
1129,1129,2025-10-07 11:30:00,C,6
1130,1130,2026-01-19 11:30:00,A,5
1131,1131,2025-08-23 11:30:00,A,6
1132,1132,2026-01-23 11:30:00,A,5
1133,1133,2025-09-27 11:30:00,A,6
1134,1134,2025-09-07 11:30:00,A,5
1135,1135,2025-12-23 11:30:00,B,6
1136,1136,2025-06-01 11:30:00,C,5
1137,1137,2025-05-21 11:30:00,A,6
1138,1138,2025-06-22 11:30:00,C,5
1139,1139,2025-11-16 11:30:00,C,6
1140,1140,2025-04-15 11:30:00,A,5
1141,1141,2025-05-13 11:30:00,C,6
1142,1142,2025-08-07 11:30:00,A,5
1143,1143,2025-08-02 11:30:00,B,6
1144,1144,2025-09-09 11:30:00,C,5
1145,1145,2025-03-09 11:30:00,B,6
1146,1146,2025-09-12 11:30:00,C,5
1147,1147,2025-06-16 11:30:00,C,6
1148,1148,2025-03-21 11:30:00,C,5
1149,1149,2025-08-06 11:30:00,C,6
1150,1150,2025-10-09 11:30:00,A,5
1151,1151,2025-06-18 11:30:00,A,6
1152,1152,2025-11-10 11:30:00,A,5
1153,1153,2026-01-16 11:30:00,C,6
1154,1154,2025-06-13 11:30:00,A,5
1155,1155,2025-08-02 11:30:00,A,6
1156,1156,2025-05-15 11:30:00,C,5
1157,1157,2025-04-10 11:30:00,A,6
1158,1158,2025-05-13 11:30:00,A,5
1159,1159,2025-08-15 11:30:00,C,6
1160,1160,2025-06-26 11:30:00,A,5
1161,1161,2026-01-12 11:30:00,B,6
1162,1162,2025-07-02 11:30:00,A,5
1163,1163,2025-07-03 11:30:00,A,6
1164,1164,2025-12-30 11:30:00,B,5
1165,1165,2025-06-19 11:30:00,A,6
1166,1166,2025-07-16 11:30:00,A,5
1167,1167,2025-09-17 11:30:00,A,6
1168,1168,2025-10-21 11:30:00,A,5
1169,1169,2025-09-12 11:30:00,C,6
1170,1170,2025-12-22 11:30:00,A,5
1171,1171,2025-07-05 11:30:00,A,6
1172,1172,2025-02-24 11:30:00,A,5
1173,1173,2025-10-27 11:30:00,A,6
1174,1174,2025-04-25 11:30:00,C,5
1175,1175,2025-10-07 11:30:00,A,6
1176,1176,2025-07-13 11:30:00,B,5
1177,1177,2025-10-01 11:30:00,A,6
1178,1178,2025-12-13 11:30:00,C,5
1179,1179,2025-03-04 11:30:00,B,6
1180,1180,2026-01-14 11:30:00,A,5
1181,1181,2025-07-23 11:30:00,A,6
1182,1182,2025-11-06 11:30:00,B,5
1183,1183,2025-11-14 11:30:00,C,6
1184,1184,2025-05-29 11:30:00,C,5
1185,1185,2025-04-13 11:30:00,B,6
1186,1186,2025-10-16 11:30:00,C,5
1187,1187,2025-08-06 11:30:00,C,6
1188,1188,2025-09-14 11:30:00,B,5
1189,1189,2025-06-05 11:30:00,A,6
1190,1190,2025-10-13 11:30:00,A,5
1191,1191,2025-05-15 11:30:00,A,6
1192,1192,2026-01-01 11:30:00,C,5
1193,1193,2025-08-07 11:30:00,C,6
1194,1194,2025-08-08 11:30:00,A,5
1195,1195,2025-10-17 11:30:00,C,6
1196,1196,2025-08-13 11:30:00,C,5
1197,1197,2026-01-11 11:30:00,C,6
1198,1198,2025-10-25 11:30:00,C,5
1199,1199,2026-01-30 11:30:00,C,6
1200,1200,2025-06-10 11:30:00,A,5
1201,1201,2025-04-01 11:30:00,A,6
1202,1202,2025-12-19 11:30:00,A,5
1203,1203,2026-02-23 11:30:00,A,6
1204,1204,2025-09-08 11:30:00,A,5
1205,1205,2025-12-27 11:30:00,C,6
1206,1206,2026-02-24 11:30:00,B,5
1207,1207,2025-11-01 11:30:00,A,6
1208,1208,2025-10-18 11:30:00,A,5
1209,1209,2026-02-10 11:30:00,B,6
1210,1210,2025-12-25 11:30:00,A,5
1211,1211,2025-10-06 11:30:00,C,6
1212,1212,2026-02-05 11:30:00,B,5
1213,1213,2025-06-13 11:30:00,A,6
1214,1214,2026-02-07 11:30:00,C,5
1215,1215,2025-04-24 11:30:00,B,6
1216,1216,2025-04-20 11:30:00,C,5
1217,1217,2025-04-22 11:30:00,A,6
1218,1218,2025-12-19 11:30:00,B,5
1219,1219,2026-01-12 11:30:00,A,6
1220,1220,2025-12-26 11:30:00,A,5
1221,1221,2025-02-07 11:30:00,A,6
1222,1222,2025-07-21 11:30:00,C,5
1223,1223,2025-11-21 11:30:00,C,6
1224,1224,2025-03-29 11:30:00,A,5
1225,1225,2025-02-19 11:30:00,B,6
1226,1226,2025-04-01 11:30:00,A,5
1227,1227,2025-12-15 11:30:00,B,6
1228,1228,2025-09-07 11:30:00,C,5
1229,1229,2025-02-07 11:30:00,A,6
1230,1230,2025-02-22 11:30:00,B,5
1231,1231,2026-01-22 11:30:00,A,6
1232,1232,2025-07-06 11:30:00,C,5
1233,1233,2025-10-22 11:30:00,B,6
1234,1234,2025-07-01 11:30:00,C,5
1235,1235,2025-06-21 11:30:00,B,6
1236,1236,2025-05-28 11:30:00,A,5
1237,1237,2025-09-11 11:30:00,A,6
1238,1238,2025-09-12 11:30:00,A,5
1239,1239,2025-07-05 11:30:00,C,6
1240,1240,2025-07-05 11:30:00,C,5
1241,1241,2025-09-18 11:30:00,C,6
1242,1242,2025-10-25 11:30:00,B,5
1243,1243,2025-06-30 11:30:00,A,6
1244,1244,2025-05-11 11:30:00,C,5
1245,1245,2025-05-13 11:30:00,B,6
1246,1246,2025-07-20 11:30:00,C,5
1247,1247,2025-02-19 11:30:00,A,6
1248,1248,2025-04-21 11:30:00,A,5
1249,1249,2025-09-19 11:30:00,C,6
1250,1250,2025-12-19 11:30:00,C,5
1251,1251,2025-03-08 11:30:00,B,6
1252,1252,2025-05-28 11:30:00,C,5
1253,1253,2025-07-12 11:30:00,A,6
1254,1254,2025-06-16 11:30:00,A,5
1255,1255,2025-04-27 11:30:00,C,6
1256,1256,2025-08-26 11:30:00,C,7
1257,1257,2025-05-11 11:30:00,C,8
1258,1258,2025-08-16 11:30:00,C,7
1259,1259,2025-04-18 11:30:00,C,8
1260,1260,2025-09-16 11:30:00,A,7
1261,1261,2026-01-09 11:30:00,C,8
1262,1262,2025-07-31 11:30:00,A,7
1263,1263,2025-06-24 11:30:00,A,8
1264,1264,2026-02-04 11:30:00,C,7
1265,1265,2025-07-14 11:30:00,C,8
1266,1266,2026-02-22 11:30:00,A,7
1267,1267,2025-11-29 11:30:00,A,8
1268,1268,2025-06-15 11:30:00,C,7
1269,1269,2025-04-11 11:30:00,B,8
1270,1270,2025-12-18 11:30:00,A,7
1271,1271,2025-09-16 11:30:00,C,8
1272,1272,2025-03-21 11:30:00,B,7
1273,1273,2025-03-13 11:30:00,C,8
1274,1274,2026-03-05 11:30:00,C,7
1275,1275,2026-01-25 11:30:00,A,8
1276,1276,2025-09-30 11:30:00,C,7
1277,1277,2025-10-14 11:30:00,C,8
1278,1278,2025-03-16 11:30:00,C,7
1279,1279,2025-03-30 11:30:00,A,8
1280,1280,2026-01-18 11:30:00,C,7
1281,1281,2025-03-21 11:30:00,B,8
1282,1282,2025-02-25 11:30:00,A,7
1283,1283,2025-05-08 11:30:00,A,8
1284,1284,2025-12-05 11:30:00,B,7
1285,1285,2025-07-21 11:30:00,C,8
1286,1286,2025-05-08 11:30:00,C,7
1287,1287,2025-06-07 11:30:00,C,8
1288,1288,2025-04-03 11:30:00,C,7
1289,1289,2025-07-30 11:30:00,A,8
1290,1290,2025-02-27 11:30:00,B,7
1291,1291,2025-08-02 11:30:00,A,8
1292,1292,2025-07-07 11:30:00,A,7
1293,1293,2025-06-08 11:30:00,A,8
1294,1294,2025-03-09 11:30:00,A,7
1295,1295,2025-06-02 11:30:00,B,8
1296,1296,2026-01-09 11:30:00,B,7
1297,1297,2025-11-05 11:30:00,C,8
1298,1298,2025-03-09 11:30:00,A,7
1299,1299,2025-10-08 11:30:00,C,8
1300,1300,2025-05-02 11:30:00,A,7
